"analysisId","Eval","predictionThreshold","preferenceThreshold","positiveCount","negativeCount","trueCount","falseCount","truePositiveCount","trueNegativeCount","falsePositiveCount","falseNegativeCount","f1Score","accuracy","sensitivity","falseNegativeRate","falsePositiveRate","specificity","positivePredictiveValue","falseDiscoveryRate","negativePredictiveValue","falseOmissionRate","positiveLikelihoodRatio","negativeLikelihoodRatio","diagnosticOddsRatio"
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026657387,0.515918840372149,20496,40264,152,60608,106,40218,20390,46,0.0102673382409919,0.66366030283081,0.697368421052632,0.302631578947368,0.336424234424498,0.663575765575502,0.00517174082747853,0.994828259172521,0.998857540234453,0.00114245976554739,2.0728840246767,0.456061831439706,4.54518199458388
"Analysis_1002","train",0.0026879308,0.517994630145987,20027,40733,152,60608,105,40686,19922,47,0.0104068586153922,0.671346280447663,0.690789473684211,0.309210526315789,0.328702481520591,0.671297518479409,0.00524292205522545,0.994757077944775,0.9988461444038,0.00115385559619964,2.10156452269113,0.460616221278754,4.56250654146918
"Analysis_1002","train",0.002754864,0.52414947345945,19244,41516,152,60608,104,41468,19140,48,0.0107238605898123,0.684200131665569,0.684210526315789,0.315789473684211,0.315799894403379,0.684200105596621,0.00540428185408439,0.994595718145916,0.998843819250409,0.00115618074959052,2.16659517131386,0.461545491006382,4.69421804249391
"Analysis_1002","train",0.0029781739,0.543598821293416,16396,44364,152,60608,101,44313,16295,51,0.0122069132221417,0.730974325213957,0.664473684210526,0.335526315789474,0.268858896515312,0.731141103484689,0.00616003903391071,0.993839960966089,0.998850419258859,0.00114958074114147,2.47145879427012,0.458907745974509,5.38552424958937
"Analysis_1002","train",0.0029781739,0.543598821293416,16396,44364,152,60608,101,44313,16295,51,0.0122069132221417,0.730974325213957,0.664473684210526,0.335526315789474,0.268858896515312,0.731141103484689,0.00616003903391071,0.993839960966089,0.998850419258859,0.00114958074114147,2.47145879427012,0.458907745974509,5.38552424958937
"Analysis_1002","train",0.0029781739,0.543598821293416,16396,44364,152,60608,101,44313,16295,51,0.0122069132221417,0.730974325213957,0.664473684210526,0.335526315789474,0.268858896515312,0.731141103484689,0.00616003903391071,0.993839960966089,0.998850419258859,0.00114958074114147,2.47145879427012,0.458907745974509,5.38552424958937
"Analysis_1002","train",0.0029781739,0.543598821293416,16396,44364,152,60608,101,44313,16295,51,0.0122069132221417,0.730974325213957,0.664473684210526,0.335526315789474,0.268858896515312,0.731141103484689,0.00616003903391071,0.993839960966089,0.998850419258859,0.00114958074114147,2.47145879427012,0.458907745974509,5.38552424958937
"Analysis_1002","train",0.0029781739,0.543598821293416,16396,44364,152,60608,101,44313,16295,51,0.0122069132221417,0.730974325213957,0.664473684210526,0.335526315789474,0.268858896515312,0.731141103484689,0.00616003903391071,0.993839960966089,0.998850419258859,0.00114958074114147,2.47145879427012,0.458907745974509,5.38552424958937
"Analysis_1002","train",0.0030777127,0.55176770937473,15719,45041,152,60608,99,44988,15620,53,0.0124755843992187,0.74205069124424,0.651315789473684,0.348684210526316,0.257721752903907,0.742278247096093,0.00629811056682995,0.99370188943317,0.998823294331831,0.001176705668169,2.52720533728688,0.469748658121698,5.3799096465586
"Analysis_1002","train",0.0033053462,0.569398729923637,13185,47575,152,60608,94,47517,13091,58,0.0140961235660193,0.783591178406847,0.618421052631579,0.381578947368421,0.215994588173178,0.784005411826822,0.00712931361395525,0.992870686386045,0.998780872306884,0.00121912769311613,2.86313216392138,0.486704481387825,5.88269118820774
"Analysis_1002","train",0.0033053462,0.569398729923637,13185,47575,152,60608,94,47517,13091,58,0.0140961235660193,0.783591178406847,0.618421052631579,0.381578947368421,0.215994588173178,0.784005411826822,0.00712931361395525,0.992870686386045,0.998780872306884,0.00121912769311613,2.86313216392138,0.486704481387825,5.88269118820774
