"analysisId","Eval","class","PersonCount","averagePredictedProbability","StDevPredictedProbability","MinPredictedProbability","P05PredictedProbability","P25PredictedProbability","MedianPredictedProbability","P75PredictedProbability","P95PredictedProbability","MaxPredictedProbability"
"Analysis_1002","train",0,60608,0.0030222491407788,0.000724352642503346,0.00266573872497508,0.00266573872497508,0.00266573872497508,0.00266573872497508,0.00330534618015403,0.00443405519172294,0.0250180936817548
"Analysis_1002","train",1,152,0.00418009599242353,0.00156821496947472,0.00266573872497508,0.00266573872497508,0.00266573872497508,0.00358381555258011,0.00595749997987249,0.00627055099420488,0.0122593762502848
"Analysis_1002","test",0,20202,0.00301559345724079,0.000728063353630203,0.00266573872497508,0.00266573872497508,0.00266573872497508,0.00266573872497508,0.00330534618015403,0.00443405519172294,0.0202623345962128
"Analysis_1002","test",1,50,0.00410871955002152,0.00132062512112902,0.00266573872497508,0.00266573872497508,0.00274384751255775,0.00358381555258011,0.00549560800948069,0.00595749997987249,0.00665316890061114
